,Stem length (cm),Root length (cm),Thousand  Seed weight (g),Geramination (%),Poods per plant (number),Stem bark thickness (mm),Root bark thickness (mm),Protein content  %,Seed oil content (%),Seed yield (g ),Chlorophyll (microg/mg dry wt),"leaf blight (0=absent,1=present)","Stem blight (0=absent, 1=present)","Root blight (0=absent,1=present)","Chlorosis (0=absent,1=present)","Leaf spot (0=none,1=browen,2=black)","Canker-lesion (1=browen,2=black)","Int-discolor (1=browen,2=black)","seed-discolor (1= browen, 2=black)","leaves -discolor (1=yello,2 =browen)","Stem-cankers (1=below-soil,2=above-soil)"
Infection plant,39.67,16.13,121.3,37.73,46.55,21.35,5.03,17.93,10.48,192,13.43,1,1,1,1,2,1,2,2,1,1
Infection plant,33.35,17.62,128.33,38.91,30.62,22.05,4.96,24.25,11.96,125,19.97,1,1,1,1,2,2,2,2,1,1
Infection plant,30.54,20.07,109.06,11.19,28.41,25.26,6.78,27.4,10.07,134.52,11.17,1,1,1,1,2,1,2,2,2,2
Infection plant,38.48,18.63,97.31,23.16,35.85,20.59,7.14,22.48,11.12,207,12.28,1,1,1,1,2,2,2,2,1,2
Infection plant,37.39,13.03,94.23,43.16,30.27,19.39,9.93,20.07,12.34,150.08,13.34,1,1,1,1,1,2,2,1,1,1
Infection plant,30.39,14.68,128.11,35.17,24.11,25.34,8.59,16.73,14.59,199.4,11.83,1,1,1,1,2,2,2,2,2,1
Infection plant,33.93,21.39,98.36,48.77,36.43,23.98,4.68,24.2,15.32,138,15.24,1,1,1,1,1,1,2,1,1,2
Infection plant,31.92,17.11,131,18.6,42.97,24.77,4.49,23.55,16.49,177.99,9.36,1,1,1,1,2,1,2,2,1,1
Infection plant,32.07,14.57,86.7,11.37,26.7,18.99,6.97,17.25,12.81,112.91,20.35,1,1,1,1,2,2,2,2,1,2
Infection plant,34.35,15.81,86.72,30.75,27.26,25.07,9.83,18.1,15.97,198.88,9.49,1,1,1,1,2,2,2,1,1,2
Infection plant,31.27,17.79,91.67,31.81,32.07,23.53,11.69,19.83,17.56,110.51,18.6,1,1,1,1,1,1,2,2,2,1
Infection plant,36.77,13.86,81.38,29.21,43.38,23.89,12.76,15.36,12.32,175.29,11.76,1,1,1,1,2,2,2,1,1,2
Infection plant,33.1,12.5,135,10.44,46.96,19.66,6.88,22.33,13.75,114.48,12.39,1,1,1,1,2,2,2,2,1,2
Infection plant,33.76,21.47,135.03,47.66,22.79,24.27,5.9,29.67,9.1,199.38,20.29,1,1,1,1,2,2,2,1,1,2
Infection plant,31.08,17.66,131.41,11.92,48.25,21.45,12.7,20.92,12.29,131.75,9.16,1,1,1,1,2,2,2,1,2,1
Infection plant,34.07,21.33,125.15,20.04,37.67,17.04,3.08,27.28,17.57,138.08,12.5,1,1,1,1,1,2,2,2,2,2
Infection plant,34.72,19.27,135.68,22.92,42.76,25.96,12.33,16.22,11.07,150.65,19.99,1,1,1,1,1,1,2,1,2,2
Infection plant,34.73,18.56,135.99,46.56,34.16,23.9,8.91,25.39,12.88,188.47,10.26,1,1,1,1,1,1,2,1,2,1
Infection plant,36.73,17.03,121.48,46.4,21.1,18.28,4.78,27.03,15.46,191.58,14.85,1,1,1,1,2,1,2,1,1,2
Infection plant,30.24,16.03,137.78,27.14,27.11,23.28,9.54,21.35,10.26,206.14,9.46,1,1,1,1,2,2,2,1,1,2
Infection plant,36.82,18.53,81.63,31.13,28.16,18.42,4.62,26.43,8.42,160.08,15.36,1,1,1,1,2,1,2,1,1,1
Infection plant,30.56,18.42,99.47,18.25,48.51,18.26,10.33,29.8,12.14,113.32,13.57,1,1,1,1,2,2,2,1,1,1
Infection plant,39.09,16.66,92.39,28.09,49.99,18.13,9.46,21.86,9.94,133.02,12.26,1,1,1,1,2,1,2,2,2,2
Infection plant,33.64,17.02,105.96,35.82,40.17,16.34,3.37,15.25,11.24,202.06,15.82,1,1,1,1,2,2,2,1,2,2
Infection plant,33.63,12.86,97.32,12.3,37.94,18.37,6.91,26.28,16.3,200.75,15.19,1,1,1,1,2,2,2,1,2,1
Infection plant,32.06,18.48,86.62,14.23,22.58,20.53,5.39,26.2,10.11,124.95,17.39,1,1,1,1,2,1,2,1,1,2
Infection plant,37.67,16.27,96.25,39.37,45.09,16.51,10.37,21.46,17.07,170,9.21,1,1,1,1,1,2,2,2,2,2
Infection plant,30.37,18.71,123.01,46.72,34.75,25.13,12.6,20.96,14.39,187.01,14.62,1,1,1,1,1,1,2,2,1,2
Infection plant,39.43,14.67,107.98,27.23,41.84,19.1,10.2,28.69,15.55,128.88,18.59,1,1,1,1,2,1,2,1,2,1
Infection plant,33.9,17.84,126.14,31.62,33.17,24.84,10.31,25.58,10.64,193.71,14.71,1,1,1,1,2,2,2,2,1,2
Infection plant,34.76,13.9,128.46,13.22,45.52,25.47,8.78,23.16,14.63,133.54,20.33,1,1,1,1,1,1,2,1,2,1
Infection plant,38.32,12.31,128.64,38.04,23.07,21.31,12.79,28.03,12.03,122.38,12.11,1,1,1,1,1,2,2,1,1,1
Infection plant,30.58,14.32,122,35.88,25.67,22.67,12.45,15.92,16.92,202.86,12.93,1,1,1,1,1,2,2,1,1,2
Infection plant,34.82,16.48,94.38,32.06,23.31,24.62,12.99,15.85,10.2,180,14.02,1,1,1,1,2,1,2,1,2,1
Infection plant,37.03,20.38,105.14,24.48,26.98,23.35,3.09,20.08,12.72,198.11,11.93,1,1,1,1,1,2,2,2,1,1
Infection plant,32.19,12.47,127.23,18.49,49.2,19.01,10.59,21.14,49,162.34,12.38,1,1,1,1,1,2,2,1,1,2
Infection plant,32.79,20.02,128.7,41.25,37.57,24.75,5.38,17.39,13.09,188,14.6,1,1,1,1,2,1,2,2,2,2
Infection plant,34.34,16.49,107.76,39.84,31.06,25.06,9.33,17.01,10.5,194.34,12.16,1,1,1,1,1,1,2,1,2,1
Infection plant,31.73,14.95,108.32,36.18,44.85,21.01,7.5,29.96,11.3,114,20.92,1,1,1,1,1,1,2,2,1,2
Infection plant,30.34,16.32,127.35,36.48,25.17,19.54,9.87,21.68,10.52,194.84,11.49,1,1,1,1,2,1,2,2,1,1
Infection plant,34.93,20.45,88.46,11.59,26.19,22.2,10.9,26.33,17.63,116.81,9.55,1,1,1,1,2,2,2,1,2,2
Infection plant,31.48,19.81,89.67,39.05,26.2,16.76,7.52,28.68,9.95,133,15.78,1,1,1,1,1,1,2,1,1,2
Infection plant,33.66,21.6,106.68,22.5,39.85,19.84,10.77,15.28,13.47,154.9,13.86,1,1,1,1,2,1,2,1,2,2
Infection plant,30.33,15.54,85.1,15.22,40.36,20.04,12.46,29.97,17.97,202.29,9.78,1,1,1,1,2,2,2,2,2,1
Infection plant,30.07,19.38,112.92,26.79,22.85,20.69,7.09,15.76,17.49,201.71,12.61,1,1,1,1,2,2,2,2,2,1
Infection plant,39.12,12.79,136.03,34.73,40.41,20.27,12.16,29.7,16.62,131.03,11.6,1,1,1,1,2,2,2,2,2,1
Infection plant,30.95,17.92,86.11,21.53,35.86,16.05,3.21,25.87,14.47,172.63,15.15,1,1,1,1,1,2,2,1,1,2
Infection plant,34.54,20.81,129.13,38.02,29.73,18.1,12.22,21.93,8.65,171.31,15.09,1,1,1,1,1,1,2,1,1,1
Infection plant,31.32,19.03,122.64,28.94,33.81,23.24,3.64,29.36,12,132.23,15.73,1,1,1,1,2,2,2,1,1,2
Infection plant,36.05,18.01,123.56,16.67,41.87,25.01,8.03,19.07,9.77,138.25,15.97,1,1,1,1,1,2,2,1,1,2
Infection plant,37.02,16.38,93.97,28.29,21.41,24.34,3.55,25.52,13.77,206.68,13.73,1,1,1,1,1,2,2,1,2,1
Infection plant,36.84,12.34,112.88,24.68,45.05,21.26,4.43,14.01,8.47,207.82,15.52,1,1,1,1,2,2,2,2,2,2
Infection plant,32.43,12.36,128.6,43.66,34.72,25.61,10.79,19.46,17.55,115.03,10.67,1,1,1,1,1,1,2,1,2,1
Infection plant,31.6,21.12,126.86,25.15,46.62,23.87,8.66,27.57,14.01,208.23,19.49,1,1,1,1,2,1,2,1,1,1
Infection plant,34.14,21.23,133.62,38.39,39.63,16.84,8.62,25.12,15.66,111.67,15.48,1,1,1,1,1,1,2,1,1,1
Infection plant,39.46,21.94,133.48,23.85,31.58,22.13,6.53,21.2,15.52,193.24,19.12,1,1,1,1,1,1,2,1,1,2
Infection plant,35.3,15.16,113.77,40.55,31.99,17.96,4.02,29.54,15.47,125.86,14.73,1,1,1,1,1,1,2,2,1,2
Infection plant,34.97,20.83,81.77,17.55,48.38,16.23,7.2,15.96,12.54,129.06,10.76,1,1,1,1,1,2,2,1,1,2
Infection plant,32.32,15.23,104.61,12.18,33.87,24.9,5.77,26.05,17.17,159.71,9.59,1,1,1,1,2,1,2,2,2,2
Infection plant,34.59,21.57,86.98,28.17,35.93,16.07,6.74,20.87,17.45,205.74,14.26,1,1,1,1,1,1,2,1,1,2
Infection plant,39.84,16.82,126.78,13.67,35.59,21.73,6.2,21.03,8.49,141.37,18.23,1,1,1,1,1,2,2,1,2,2
Infection plant,37.45,15.19,123.81,34,28.97,23.26,8.17,15.97,10.06,199.82,20.52,1,1,1,1,2,2,2,1,1,2
Infection plant,32.41,20.94,85.61,46,22.95,22.9,9.15,22.08,9.7,133.65,19.86,1,1,1,1,1,2,2,1,1,2
Infection plant,34.55,15,116.82,31.48,48.49,16.45,11.88,18.33,8.05,180.83,10.62,1,1,1,1,1,1,2,1,2,2
Infection plant,36.48,18.98,137.51,43.01,42.42,23.31,12.8,16.87,11.19,178.77,16.48,1,1,1,1,1,2,2,2,2,1
Infection plant,33.22,16.47,110.16,23.23,23.9,20.8,4.39,22.73,10.85,124.79,10.66,1,1,1,1,2,1,2,1,1,1
Infection plant,35.1,13.42,81.18,18.27,48.36,18.93,4.9,25.15,8.99,140.13,9,1,1,1,1,2,1,2,1,2,2
Infection plant,32.37,19.47,112.02,15.65,29,17.64,11.08,28.17,15.51,133.29,17.89,1,1,1,1,1,2,2,2,1,1
Infection plant,30.69,17.16,114.3,34.69,28.19,17.61,8.08,17.84,13.6,208,15.11,1,1,1,1,2,2,2,1,2,2
Infection plant,35.81,13.2,81.9,19.09,20.18,16.41,4.48,21.73,17.44,112.66,20.83,1,1,1,1,1,2,2,1,2,2
Infection plant,31.65,19.28,82,39.79,33.3,21.09,10.07,24.99,13.22,181.97,14.68,1,1,1,1,1,1,2,2,2,1
Infection plant,36.92,14.05,90.18,15.53,33.96,22.97,3.16,18.63,12.07,185.54,13.06,1,1,1,1,2,2,2,1,1,1
Infection plant,32.3,15.44,118.39,11.23,37.82,20.36,10.61,29.26,8.13,114.31,9.62,1,1,1,1,1,2,2,1,2,2
Infection plant,33.91,15.85,92.74,47,32.76,22.14,12.4,23.25,13.64,117.06,10.03,1,1,1,1,1,1,2,2,1,2
Infection plant,31.7,21.58,124.51,22.19,22.54,16.56,5.06,21.51,14.07,142.22,15.37,1,1,1,1,2,2,2,2,2,2
Infection plant,34.81,13.04,90.41,39.94,25.11,19.22,11.94,20.06,11.13,204.52,15.23,1,1,1,1,2,2,2,1,2,2
Infection plant,31.4,19.15,116.67,32.7,42.59,19,10.01,25.53,13.55,177.81,13.36,1,1,1,1,1,2,2,1,1,2
Infection plant,34.84,20.8,111.43,27.34,42.46,20.89,6.14,19.01,9.55,126.51,10.14,1,1,1,1,2,1,2,1,2,1
Infection plant,31.89,13.28,83,39.29,46.02,19.47,3.77,27.11,13.82,117.23,18.48,1,1,1,1,2,2,2,2,1,2
Infection plant,37.57,19.61,130.58,31.8,39.06,20.14,5.6,23.75,12.4,142.4,20.27,1,1,1,1,1,1,2,1,2,1
Infection plant,32.88,12.96,127.98,17.09,47.93,22.5,8.44,24.91,15.6,169.47,15.35,1,1,1,1,1,1,2,1,1,2
Infection plant,39.61,21.17,126.99,45.27,24.44,24.14,8,19.47,11.68,194.6,19.04,1,1,1,1,1,1,2,2,2,1
Infection plant,34.67,18.1,91.52,39.64,27,17.35,8.99,23.64,9.02,179.09,17.45,1,1,1,1,2,1,2,1,1,2
Infection plant,39.15,14.55,127.89,44.73,47.77,25.3,6.06,29.35,11.98,182,14.1,1,1,1,1,1,2,2,1,2,1
Infection plant,33.71,14.49,119.15,19.74,24.53,21.08,9.06,18.89,10.43,133.58,10.61,1,1,1,1,1,1,2,1,2,2
Infection plant,39.66,20.35,86.12,12.41,38.35,18.73,10.23,19.76,13.2,178.68,14.53,1,1,1,1,2,1,2,2,2,2
Infection plant,30.7,17.91,113.82,33.16,25.77,23.6,4.71,25.54,17.65,200.32,13.39,1,1,1,1,1,1,2,2,2,2
Infection plant,30.81,17.4,123.37,48.03,48.59,17.15,12.75,17.72,10.49,195.36,9.98,1,1,1,1,1,2,2,1,2,1
Infection plant,33.13,15.8,123.58,16.51,35.12,20.08,12.94,21,16.46,116,13.76,1,1,1,1,2,1,2,1,1,1
Infection plant,32.61,21.93,86.9,22.95,25.04,24.61,10,21.05,8.67,203.48,12.4,1,1,1,1,2,2,2,1,2,1
Infection plant,30.6,21.49,109.08,40.71,24.31,20.87,5.3,28.93,16.09,159,11.8,1,1,1,1,2,1,2,1,2,1
Infection plant,38.97,16.21,124.68,23.3,39.69,21.66,10.03,24.76,12.36,127.59,15.74,1,1,1,1,1,2,2,2,1,1
Infection plant,34.32,17.21,90.82,31.4,21.46,24.17,11.44,26.89,16.54,206.79,12.27,1,1,1,1,1,1,2,2,1,2
Infection plant,34.8,13.72,87.91,37.52,20.45,25.78,9.64,22.89,12.42,167.22,13.1,1,1,1,1,2,1,2,1,2,2
Infection plant,38.88,15.94,136.69,43.39,41.11,25.16,5.63,28.59,9.34,122.1,10.39,1,1,1,1,1,1,2,2,1,2
Infection plant,36.36,13.11,103.24,45.55,36.13,23.96,11.57,14.08,15.01,202.15,13.65,1,1,1,1,1,2,2,2,1,2
Infection plant,30.92,14.81,88.73,25.34,28.28,24.09,11.81,29.91,17.34,180.21,10.93,1,1,1,1,1,2,2,1,2,1
Infection plant,30.65,18.67,130.13,36.59,45.06,21.18,10.39,17.71,13.49,191,11.66,1,1,1,1,2,1,2,1,1,1
Infection plant,34.38,21.43,129.45,25.17,24.61,16.98,8.98,19.23,15.8,146.4,17.87,1,1,1,1,2,1,2,2,2,2
Infection plant,31.39,13.81,111.05,30.83,28.3,19.71,3.59,15.45,13.27,109.2,20.38,1,1,1,1,2,1,2,2,2,2
Infection plant,34.66,19.73,139.77,45.21,22.49,21.02,5.16,15.55,13.35,136.61,11.13,1,1,1,1,1,2,2,2,1,2
Infection plant,31.63,15.41,88.67,40.2,42,21.88,9.86,29.1,14.37,165.34,15.14,1,1,1,1,2,1,2,2,1,2
Infection plant,35.21,12.45,105.51,19.01,25.69,19.2,3.89,23.19,11.57,155.03,20.89,1,1,1,1,1,1,2,2,2,2
Infection plant,39.01,12.43,92.79,43.41,34.74,18.17,6.45,21.97,11.85,140.66,11.45,1,1,1,1,2,2,2,2,2,1
Infection plant,37.82,21.51,137.17,46.23,45.17,17.27,3.36,23.68,17.37,207.81,16.6,1,1,1,1,2,2,2,1,1,2
Infection plant,38.82,18.37,112.08,43.9,22.97,20.86,5.82,25.73,11.23,202.2,20.59,1,1,1,1,1,1,2,2,1,1
Infection plant,37.46,21.14,96.87,17.11,35.02,17.26,7.75,23,15.3,142,14.31,1,1,1,1,1,1,2,1,1,2
Infection plant,33.27,15.93,137.55,47.93,43.68,20.28,12.05,17.86,11.42,145.12,17.91,1,1,1,1,1,2,2,1,1,1
Infection plant,38.89,16.11,135.91,28.46,49.87,20.43,5.7,25.22,16.43,148.28,9.1,1,1,1,1,1,1,2,2,1,1
Infection plant,31.53,12.66,120.32,10.53,48.75,16.21,6.75,21.23,12.19,111.71,10.05,1,1,1,1,2,1,2,2,2,2
Infection plant,34.1,16.26,127.01,26.53,48.66,23.07,12.89,27.95,13.9,139.45,11.15,1,1,1,1,1,1,2,2,1,1
Infection plant,37.34,16.2,97.5,26.07,24.38,19.79,5.36,23.77,13.65,131.51,16.27,1,1,1,1,1,2,2,2,1,1
Infection plant,36.5,21.32,123.95,26.14,47.33,23.94,9.08,23.17,14.17,118.79,13.33,1,1,1,1,1,2,2,2,2,1
Infection plant,34.48,13.89,89.85,47.76,44.8,19.61,8.86,23.15,13.71,166.07,16.57,1,1,1,1,2,1,2,1,1,2
Infection plant,39.92,17.67,128.2,15.07,34.57,23.2,3.56,24.9,10.46,149,19.85,1,1,1,1,1,2,2,1,2,2
Infection plant,35.45,19.58,82.51,15.13,42.54,23.25,11.54,23.63,11.75,157.04,20.36,1,1,1,1,2,2,2,2,1,2
Infection plant,33.26,17.17,89.92,22.48,34,18.84,8.27,24.08,9.59,159.58,17.17,1,1,1,1,2,1,2,1,2,2
Infection plant,37.54,19.5,96.97,10.55,35.16,17.21,9.34,18.04,16.03,177.06,19.16,1,1,1,1,1,1,2,2,1,1
Infection plant,35.56,15.3,116.78,17.16,45.66,16.68,6.96,25.45,14.75,170.47,18.56,1,1,1,1,1,1,2,1,2,1
Infection plant,38.17,20.1,88.33,49.62,38.46,24.18,10.52,27.04,10.82,206,10.32,1,1,1,1,1,2,2,2,1,1
Infection plant,35.93,14.52,90,14,26.13,23.29,5.49,25.05,9.2,125.96,13.93,1,1,1,1,1,2,2,2,1,1
Infection plant,30.78,17.81,126.88,17.24,38.27,18.7,8.88,27.83,9.22,161.3,17.03,1,1,1,1,1,1,2,1,1,1
Infection plant,31.69,20.28,95.89,45.99,28.61,25.23,4.07,14,11.01,175,9.93,1,1,1,1,2,2,2,2,2,1
Infection plant,30.53,12.46,127.95,48.95,36.87,17.51,5.71,26.82,17.04,172.56,12.54,1,1,1,1,1,2,2,1,1,1
Infection plant,30.25,13.99,132.76,28.33,28.27,25.42,10.58,29.39,8.77,175.93,20.3,1,1,1,1,1,2,2,2,2,2
Infection plant,33.75,16.64,93.85,43.65,30.34,18.29,3.12,23.84,10.54,125.7,11.27,1,1,1,1,2,1,2,1,1,2
Infection plant,38.93,15.66,91.36,46.05,21.32,25.59,7.73,29.07,11.65,127.24,13.98,1,1,1,1,2,2,2,2,2,2
Infection plant,38.61,12.92,81.45,19,48.33,22.81,11.73,22.05,14.69,180.88,14.15,1,1,1,1,1,2,2,2,1,1
Infection plant,36.74,16.95,130.87,33.4,33.86,23.7,4.13,23.44,8.5,113.06,16.52,1,1,1,1,1,1,2,1,1,2
Infection plant,35.05,14.7,87,25.14,24.12,23.1,4.67,14.68,8.37,129,12.67,1,1,1,1,1,2,2,2,2,2
Infection plant,38.08,15.1,136.6,27.05,45.2,23.05,7.39,14.86,9.33,130,17.88,1,1,1,1,1,2,2,2,1,1
Infection plant,35.66,13.5,96.3,37.07,37.29,22.71,4.19,29.21,16.64,157.61,15.07,1,1,1,1,2,2,2,1,1,1
Infection plant,36.33,15.08,132,43.71,24.85,19.13,7.66,23.6,14.16,188.09,10.22,1,1,1,1,1,2,2,2,1,1
Infection plant,34.62,14.63,98.37,24.54,23.49,25.31,3.76,20.95,10.92,135.96,14,1,1,1,1,2,1,2,2,1,2
Infection plant,35.59,20.14,125.26,24.77,47.72,24.52,9.58,28.95,16.04,119.2,10.83,1,1,1,1,1,1,2,1,2,2
Infection plant,34.44,13.74,107.53,15.66,34.59,17.7,4.3,20.17,10.18,170.71,9.26,1,1,1,1,2,2,2,1,2,1
Infection plant,32.6,15.46,84.41,47.72,35.09,20.72,10.38,15.78,11.14,180.82,13.72,1,1,1,1,2,2,2,2,2,2
Infection plant,37.96,17,85.88,36.99,27.83,23.78,6.73,27.55,17.13,128.1,13.49,1,1,1,1,2,2,2,2,2,1
Infection plant,36.28,21.65,80.29,16.75,30.23,21.8,6.03,27.98,8.97,162,15.27,1,1,1,1,2,2,2,2,2,2
Infection plant,36.39,20.6,85.39,23.26,35.18,25.1,6.57,21.22,8.12,169.92,9.79,1,1,1,1,1,2,2,1,1,2
Infection plant,37.29,16.63,86.57,10.63,41.63,25.64,6.44,26.19,15.1,179.54,15.1,1,1,1,1,2,2,2,2,1,1
Infection plant,37.61,16.61,86.92,22.06,23.38,25.83,11,24.26,12.65,149.3,14.46,1,1,1,1,1,2,2,2,2,1
Infection plant,34.24,18,121.23,37.46,35.72,24.64,6.8,23.88,10.47,158.34,20.49,1,1,1,1,1,1,2,2,2,1
Infection plant,38.58,21.18,82.56,37.92,46.8,18.48,7.37,24.57,17.32,197.2,15.49,1,1,1,1,2,1,2,2,2,2
Infection plant,34.99,17.1,87.14,37.03,29.45,22.04,7.06,19.6,17.58,154.28,14.96,1,1,1,1,2,2,2,2,2,2
Infection plant,34.16,17.85,97.24,42.31,31.18,23.71,6.82,23.2,11.9,142.92,20.82,1,1,1,1,1,2,2,2,1,2
Infection plant,33.97,14.87,114,13.97,47.14,17.01,10.05,19.73,16.33,201.27,13.42,1,1,1,1,1,1,2,1,2,1
Infection plant,37.85,12.13,85.73,33,40.94,21.98,10.14,29.95,11.79,151.28,9.89,1,1,1,1,2,1,2,1,1,2
Infection plant,30.51,13.79,85.15,49.99,39.89,24.4,5.62,25.74,16.34,130.81,15.18,1,1,1,1,1,1,2,2,1,2
Infection plant,33.59,15.83,89.25,38.15,45.19,16.92,10.89,20.32,8.71,191.03,20.28,1,1,1,1,1,2,2,1,1,1
Infection plant,33.06,19.66,117,34.89,45.07,23.65,3.86,19.81,17.88,162.25,16.87,1,1,1,1,1,2,2,1,2,2
Infection plant,31.18,14.04,126.22,20.73,48.68,17.42,9.73,23.23,13.59,130.5,12.92,1,1,1,1,1,1,2,2,1,1
Infection plant,39.11,21.28,138.75,17.89,33.1,20.09,4.99,19.37,15.78,153.91,18.42,1,1,1,1,1,1,2,1,1,2
Infection plant,38.37,13.05,92.67,15.31,30.18,22.57,12.64,19.38,10.71,163.99,13.62,1,1,1,1,2,2,2,2,1,1
Infection plant,33.23,12.74,119.09,41.59,21.28,25.71,10.6,21.6,9.96,111.03,11.47,1,1,1,1,1,1,2,2,1,2
Infection plant,33.21,12.55,107.4,37.81,22.27,25.15,3.19,19.67,12.01,155.67,9.12,1,1,1,1,2,1,2,1,2,1
Infection plant,38.43,18.94,126.72,14.29,29.23,21.52,12.85,24.28,17.76,190.26,19.83,1,1,1,1,1,1,2,2,1,1
Infection plant,35.13,15.22,87.6,44.5,45.59,19.35,5.15,14.05,8.53,176.58,20.16,1,1,1,1,1,2,2,1,2,1
Infection plant,38.23,13.08,85.86,24.56,43.15,18,9.97,14.67,12.56,178.47,17.63,1,1,1,1,1,1,2,1,2,2
Infection plant,37.35,13.06,117.61,25.42,27.68,25.81,8.4,21.56,8.07,140.1,14.2,1,1,1,1,1,2,2,1,2,2
Infection plant,38.66,16.17,88.74,40.37,48.06,18.88,6.86,15.39,10.93,154.35,11.06,1,1,1,1,1,2,2,1,2,2
Infection plant,39.99,18.13,126.83,41.86,21.2,23.52,9.63,19.93,14.19,189.63,17.64,1,1,1,1,2,2,2,1,1,1
Infection plant,38.16,21.27,125.01,40.28,40.21,18.31,3.04,14.23,9.84,180.24,16.56,1,1,1,1,2,2,2,1,2,1
Infection plant,36.56,20.96,132.94,14.1,46.88,21.42,6.33,22.39,10.84,149.43,15,1,1,1,1,1,1,2,1,2,2
Infection plant,37.83,15.65,97.67,45,37.7,19.87,8.84,20.03,17.89,115.61,13.41,1,1,1,1,2,1,2,1,2,2
Infection plant,34.42,17.42,95.87,33.13,49.73,24.02,3.28,14.66,14.33,167.92,15.54,1,1,1,1,2,1,2,1,1,1
Infection plant,38.86,12.76,84.92,23.79,22.74,18.27,12.04,22.47,9.17,160.98,18.24,1,1,1,1,1,2,2,1,2,1
Infection plant,39.03,18.25,93.16,11.02,26.41,17.19,12.73,18.53,15.11,163.31,10.5,1,1,1,1,1,1,2,2,1,1
Infection plant,31.71,19.87,90.4,21.72,30.44,24.81,10.82,17.6,13.69,180.74,14.82,1,1,1,1,2,1,2,1,2,2
Infection plant,33.94,15.73,81.24,13.77,34.19,17.39,8.1,25.83,9.63,150.43,14.27,1,1,1,1,2,2,2,2,1,2
Infection plant,31.34,16.28,105.66,21.83,49.82,17.99,6.41,17.46,13.85,140.97,9.08,1,1,1,1,1,2,2,1,1,2
Infection plant,31.78,15.6,89.4,23,21.07,25.91,7.32,23.51,17.82,175.06,11.9,1,1,1,1,1,1,2,2,2,2
Infection plant,33.58,15.5,130.09,11.12,39.42,20.01,7.18,26.56,10.08,181,9.15,1,1,1,1,1,2,2,2,2,1
Infection plant,37.75,21.81,103.56,17.52,23.86,25.79,110.2,26.98,14.55,144.63,17.65,1,1,1,1,1,2,2,1,1,2
Infection plant,31.99,18.04,128.39,20.32,42.25,23.09,7.46,25.42,13.62,180.99,13.46,1,1,1,1,2,2,2,2,1,1
Infection plant,36.91,18.75,111.72,47.68,21.92,20.13,3.92,28.6,9.43,194.39,13.77,1,1,1,1,2,1,2,2,2,1
Infection plant,38.3,21.35,131.08,26.38,30.75,22.77,7.8,15.17,14.49,124,9.99,1,1,1,1,1,2,2,1,2,1
Infection plant,38.5,19.32,80.88,15.24,38.01,24.99,3.71,23.8,15.2,185.81,20.42,1,1,1,1,2,2,2,2,1,1
Infection plant,33.99,17.97,136.77,19.46,20.84,19.08,9.76,27.53,13.01,122.68,18.09,1,1,1,1,2,1,2,2,1,1
Infection plant,37.16,17.5,93.2,19.45,49.4,20.63,5.58,21.92,10.73,164.99,10.6,1,1,1,1,2,2,2,1,1,1
Infection plant,32.67,21.21,112.43,14.59,22.99,17.74,7.11,15.33,12.39,151.54,14.17,1,1,1,1,2,1,2,1,1,1
Infection plant,34.19,21.09,85,10.28,32.05,18.05,11.77,15.14,10.17,172.96,18.67,1,1,1,1,1,2,2,2,2,1
Infection plant,30.96,20.44,121.41,31.9,42.08,19.59,11.56,20.52,12.85,166.61,19.6,1,1,1,1,1,1,2,2,2,1
Infection plant,32.96,12.27,111.14,35.81,23.73,16.19,12.29,22.25,9.68,147.97,13.92,1,1,1,1,1,2,2,2,2,2
Infection plant,32.44,13.75,121.02,49.33,39.29,21.75,7.25,29.12,11.99,120.08,9.7,1,1,1,1,1,1,2,2,2,1
Infection plant,31.05,13.29,127.75,45.62,27.84,19.63,5.8,20.91,15.45,132.89,17.18,1,1,1,1,2,2,2,2,1,2
Infection plant,31.98,18.32,99.77,35.6,38.88,21.44,8.01,18.67,8.81,209.87,20.69,1,1,1,1,1,2,2,2,1,1
Infection plant,31.79,20.58,105.28,49.48,37.2,16.14,10.78,14.69,13.63,149.28,12.77,1,1,1,1,1,1,2,1,1,2
Infection plant,35.76,20.54,126.04,21.71,46.66,24.86,12.5,29.81,17.6,173.53,10.06,1,1,1,1,2,1,2,1,2,1
Infection plant,30.38,21.37,122.47,31.05,37.75,25.08,10.62,19.88,14.67,126,14.78,1,1,1,1,2,2,2,2,2,2
Infection plant,31.01,19.49,131.72,38.16,47.02,23.99,5.4,28.61,16.86,154.78,15.22,1,1,1,1,2,1,2,1,1,1
Infection plant,30.64,20.29,105.32,28.53,46.35,20.81,3.3,22.11,17.21,192.34,20.67,1,1,1,1,2,2,2,1,1,1
Infection plant,32.11,17.82,120.83,46.73,49.09,20.17,12.02,23.74,13.32,132.38,13.01,1,1,1,1,1,2,2,1,1,2
Infection plant,36.03,18.27,127.19,32.52,36.15,18.86,4.93,23.36,9.25,209.97,10.13,1,1,1,1,1,2,2,2,1,2
Infection plant,32.42,17.01,89.68,20.17,37.52,25.62,12.28,29.65,16.45,193.19,20.31,1,1,1,1,2,2,2,2,2,1
Infection plant,36.65,19.17,120.5,39.04,20.87,17,5.37,16.46,14.27,148.63,9.28,1,1,1,1,2,1,2,1,1,1
Infection plant,31.96,20.51,128.25,42.43,25.56,24.69,10.11,18.27,14.8,183.87,11.58,1,1,1,1,2,2,2,1,2,2
