,Stem length (cm),Root length (cm),Thousand  Seed weight (g),Geramination (%),Poods per plant (number),Stem bark thickness (mm),Root bark thickness (mm),Protein content  %,Seed oil content (%),Seed yield (g.),Chlorophyll (mg/g),"leaf blight (0=absent,1=present)","Stem blight (0=absent, 1=present)","Root blight (0=absent,1=present)","Chlorosis (0=absent,1=present)","Leaf spot (0=none,1=browen,2=black)","Canker-lesion (0=none, 1=browen,2=black)","Int-discolor (0=none,1=browen,2=black)","seed-discolor (0=absent,1= browen, 2=black)","leaves -discolor (0=absent,1=yello,2 =browen)","Stem-cankers (0=absent,1=below-soil,2=above-soil)"
Healthy soybean,99.28,29.28,151.32,97.65,54,97.65,16.85,52.66,23.87,354.89,37.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,55.95,32.41,202.47,84.91,71.23,84.91,13.96,56.64,21.19,296,34.24,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91,22.99,224.85,73.96,71.04,73.96,17.05,30.9,22.24,346.42,40.67,0,0,0,0,0,0,0,0,0,0
Healthy soybean,108.7,36.16,208.03,98.74,58.98,98.74,14.63,52.94,21.62,394.74,28.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,65.52,39.8,239.05,79.65,67.19,79.65,13.92,54.84,21.92,277.94,46.86,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.9,36.88,182.89,97.58,93.74,97.58,22.78,33.29,27.03,264.08,25.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.94,36.66,181.75,58.64,66.86,58.64,21.36,49.74,21.08,280.86,24.07,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56.13,38.56,146.28,89.23,74.02,89.23,14.77,36.11,19.66,223.29,37.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.9,23.07,194.62,81.69,78.82,81.69,17.58,56.76,22.72,348.31,43.6,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.02,29.04,224.76,56,62.35,56,13.55,53.27,24.41,327.24,22.03,0,0,0,0,0,0,0,0,0,0
Healthy soybean,53.61,40.29,155.76,56.78,59.5,56.78,17.52,52.51,18.11,322.75,32.69,0,0,0,0,0,0,0,0,0,0
Healthy soybean,89.29,28.2,204.46,73.03,64,73.03,15.26,43.4,24,259,27.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,65,22.77,169.13,54.8,60.44,54.8,20.71,37.15,22.32,343.21,36.4,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.49,31.64,197.01,83.37,91.94,83.37,17.54,57.52,22.01,351.78,45.13,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.47,25.94,189.61,94.65,84.18,94.65,20.81,30.36,18.72,356.04,28.4,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.33,33.37,212.46,94.69,90,94.69,13.68,43.81,18.27,332.39,34,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.39,34.41,177.84,81.04,72.22,81.04,14.98,36.4,25.88,407,43.28,0,0,0,0,0,0,0,0,0,0
Healthy soybean,49,36.82,163,73.75,82.38,73.75,16.25,30.29,20.25,232.07,21.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,105.14,22.69,159.89,57.22,52.26,57.22,16.89,40.12,26.72,394.02,34.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.36,27.34,220.75,59.89,62.9,59.89,16.91,58.22,20.47,226.52,29.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,87.19,27.52,201.34,67.51,50.41,67.51,17.67,37.96,24.22,250.46,21.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.79,36.53,223.34,93.75,71.71,93.75,15.74,47.65,22.67,333.17,37.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.09,27.69,185.97,92.81,92.49,92.81,20.45,55.32,20.35,343.021,23.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.09,35.17,166.6,87.69,51.87,87.69,15.35,55.21,18.77,246.27,45.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.36,31.25,202.44,74.1,86.2,74.1,18,40.01,20.44,310.89,35.6,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.52,39,157.92,91.49,87.12,91.49,19.17,47.68,21.09,392.08,36.54,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.99,23.94,192.81,54.82,67.5,54.82,13.11,49.59,27.39,376,38.63,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67.24,27.86,153.35,76.91,82.1,76.91,18.04,50.37,26.04,334.68,48.61,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.09,29.27,184.69,83.77,53.38,83.77,20.38,38.82,20.64,282.93,43.29,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.51,30.28,140.05,99.48,79.27,99.48,20.02,53.45,26.49,395.81,33.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.98,35,218.38,99.42,84.5,99.42,19.82,41.96,21.5,305.7,37.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,65.8,24.21,211.77,83.04,81.28,83.04,19.34,58.06,21.37,389,50.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.94,36.4,193.71,83.23,75.5,83.23,18.27,30.18,19.15,378,47.15,0,0,0,0,0,0,0,0,0,0
Healthy soybean,45.53,34.44,232.09,96.45,93,96.45,18.07,33.59,18.32,373,49.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.64,25.86,167.59,98.48,90.32,98.48,17.81,54.69,25.79,351,26.14,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.15,24.31,187.39,83.27,73.89,83.27,14.39,57,20.78,269.74,21.66,0,0,0,0,0,0,0,0,0,0
Healthy soybean,68.86,35.27,160.96,77.26,94.57,77.26,17.9,31.94,20.39,307.6,20.11,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.72,27.82,176.79,74.34,62.45,74.34,13.34,48.95,22.11,326,35.34,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.55,23.62,170.28,77.13,50.2,77.13,13.29,31.27,19.16,308.46,47.6,0,0,0,0,0,0,0,0,0,0
Healthy soybean,47.43,30.07,208,51.77,91.66,51.77,14.32,40.21,19.75,349,41.94,0,0,0,0,0,0,0,0,0,0
Healthy soybean,49.7,30.13,224.06,79.12,91.54,79.12,18.54,59.2,26.62,228.38,20.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.85,31.76,157,77.64,83.33,77.64,16.53,45.68,21.93,369.63,42.09,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.47,25,211.74,54.07,73.34,54.07,18.24,35.5,18.68,237.04,21.82,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.42,32.53,171.67,77.18,65.99,77.18,20.17,35.81,18.97,275.09,49.2,0,0,0,0,0,0,0,0,0,0
Healthy soybean,99.89,26.75,201.04,92.41,90.68,92.41,14.18,32.35,27.88,260.31,23.46,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.63,34.31,147.95,86.64,97.56,86.64,19.1,47.52,27.45,290.06,35.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.83,29.62,202,67.03,72,67.03,20.04,37.44,27.92,348.42,27.69,0,0,0,0,0,0,0,0,0,0
Healthy soybean,57.68,25.56,213.82,57.29,50.78,57.29,20.03,32.91,23.5,343.24,20.63,0,0,0,0,0,0,0,0,0,0
Healthy soybean,96.19,24.32,166.45,61.08,74.97,61.08,13.21,48.36,26.29,313.9,42.2,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.02,23.85,226.75,51.96,75.23,51.96,19.87,46,26.06,283.82,46.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,95.12,40.2,219.93,81.55,99.33,81.55,22.5,39.41,20.76,390.03,36.52,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.58,40.49,153.04,64.91,53,64.91,21.19,47.56,18.43,238.33,42.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67.9,40.64,194.18,61.93,58.3,61.93,21.44,48.11,20.13,287.2,46.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80,25.92,199.41,61.19,90.96,61.19,18.5,36.87,20.36,406,41.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.83,37,199.5,88.31,92.82,88.31,16.87,47.1,24.88,348.81,40.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.62,23.37,149.11,87.04,98.2,87.04,14.84,52.62,19.07,288.51,46.03,0,0,0,0,0,0,0,0,0,0
Healthy soybean,47,39.63,160.53,91.34,59.94,91.34,15.76,34.63,25.7,262.6,26.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,85.47,33.54,192.72,95.15,82.12,95.15,21.47,59.81,27.82,333.82,36.94,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.27,28.62,178.32,67.8,62.64,67.8,19.56,44.51,26.22,247.19,42.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,43.38,39.49,165,52.26,76.87,52.26,13.87,53,19.21,211.14,39.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,78.74,30.82,164,64.37,87.87,64.37,21.37,41.11,18.98,319.37,29.61,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82,35.68,150.68,93.95,51.76,93.95,22.88,43.89,19.25,285,41.27,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.84,31.44,175.11,82.75,89.2,82.75,21.64,54.52,26.96,256.95,39.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,108.71,36.56,148.81,93.52,93.64,93.52,15.93,54.99,27.6,274.4,34.76,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.93,27.87,152.29,76.37,75.49,76.37,14.11,43.73,18.03,377,29.36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,48,31.5,230.06,71.67,92.36,71.67,13.82,45.69,19.03,288.41,45.61,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.95,24.02,151.66,70.32,91.79,70.32,16.79,41.86,21.55,353.4,28.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.91,26.12,187.98,54.86,82.68,54.86,20.28,59.3,21.86,363,21.17,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.05,34.12,140,64.72,55.11,64.72,20.2,35.7,20.03,218.81,39.73,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.59,24.9,145.52,63.98,86.54,63.98,17.83,36.12,21.16,222.85,38.4,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.65,22.76,177.28,55.03,58.06,55.03,13.66,55.59,22.58,277.25,48.9,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.14,40.11,207.48,66.26,87.15,66.26,15.6,53.3,26.95,286.93,27.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,78.05,37.6,143.23,69.77,58.71,69.77,17.68,50.09,23.37,374,49.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,77.38,23.52,231,54.97,96.55,54.97,14.83,57.19,24.08,344.43,26.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.02,29.41,181.34,86.25,75.12,86.25,17.18,36.58,27.46,329.41,48.82,0,0,0,0,0,0,0,0,0,0
Healthy soybean,66.12,34.83,156,69.38,88.59,69.38,18.2,37.33,27.72,331.8,29.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.68,39.51,156.53,53.33,83.64,53.33,18.62,47,20.19,242.6,26.21,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.5,30.9,229.36,52.61,80.32,52.61,15.81,59.54,18.7,222.1,35.64,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.44,40.74,141.81,56.12,88.53,56.12,22.19,57.74,22.81,348,45.72,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.25,22.96,199.16,54.08,86.56,54.08,14.54,57.37,27.71,303.32,23.77,0,0,0,0,0,0,0,0,0,0
Healthy soybean,99.49,40.96,217.84,89,96.24,89,13.5,46.48,25.91,240.55,33.12,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.08,27.02,198.8,92.98,96.25,92.98,17.41,49.66,24.46,372.98,31.86,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.11,27.21,175.75,52.36,84.81,52.36,21.35,34.33,21.41,261.22,38.01,0,0,0,0,0,0,0,0,0,0
Healthy soybean,42.69,25.32,144.62,89.25,83.18,89.25,22.76,59.36,25.97,294.22,23.08,0,0,0,0,0,0,0,0,0,0
Healthy soybean,44.34,39.08,143.99,67.07,81.95,67.07,17.3,59.23,26.21,267.04,40.07,0,0,0,0,0,0,0,0,0,0
Healthy soybean,76.59,24.34,219.17,58.73,57.67,58.73,20.5,46.43,22.78,370,45.09,0,0,0,0,0,0,0,0,0,0
Healthy soybean,95.91,22.97,229.26,52.08,69.21,52.08,19.69,38.41,21.13,314.27,36.31,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.18,30.02,170.61,55.75,73.96,55.75,22.11,35.27,18.34,312.99,39.33,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.2,22.98,237.71,93.21,82.73,93.21,19.42,42.47,22.56,215,37.19,0,0,0,0,0,0,0,0,0,0
Healthy soybean,79.04,33.29,180.5,87.62,96,87.62,13.75,49.41,23.25,240.85,31.16,0,0,0,0,0,0,0,0,0,0
Healthy soybean,89.89,36.98,189.22,56.55,70.22,56.55,17.22,58.53,19.68,378.85,25.12,0,0,0,0,0,0,0,0,0,0
Healthy soybean,44.88,23.33,172.13,93.76,95.18,93.76,20.31,56.38,27.27,238.41,50.43,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.52,27.73,215.11,99.3,72.02,99.3,14.2,44.73,23.09,239.51,47.65,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.3,25.8,203.46,99.9,71.15,99.9,20.19,37.6,22.15,236.4,45.91,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67.96,27.35,217.52,59.05,64.12,59.05,22.81,48.66,20.65,243.43,46.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.18,31.59,198.65,53,61.53,53,19,41.69,26.91,238.32,29.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54,24.88,185,97.08,60.42,97.08,20.68,41.76,24.33,287.58,28.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,65.9,27.03,184.15,94.06,50.32,94.06,15.45,46.83,19.46,215.84,46.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.36,40.98,165.7,62.78,72.65,62.78,14.76,44.84,26.84,379.57,50.72,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.72,26.41,177,80.65,76.69,80.65,15.37,34.83,18.49,360.93,38.13,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.77,30.52,153.59,77.46,56.32,77.46,22.69,55.35,21.72,346.43,31.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.35,38.59,141,71.18,55.97,71.18,21.04,32.43,22.68,344.67,26.08,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.59,25.9,157.05,68.87,95.01,68.87,15.14,54.28,27.18,318.21,27.38,0,0,0,0,0,0,0,0,0,0
Healthy soybean,88,35.82,159.72,96.49,61.6,96.49,21.16,33.32,21.05,349.08,39.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,59.23,37.17,231.89,99.99,53.21,99.99,19.02,55.71,22.99,311,41.65,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.46,32.45,222.37,59.17,89.75,59.17,21.24,50.98,19.12,270.1,44.16,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.09,26.56,163.11,64.58,93.6,64.58,20.79,45.45,23.19,298.53,37.26,0,0,0,0,0,0,0,0,0,0
Healthy soybean,86.88,22.52,167.22,86.97,99.43,86.97,19.41,40.25,25.07,392.65,25.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.45,39.77,201.99,73.44,54.15,73.44,19.58,47.74,21.9,338.59,44.51,0,0,0,0,0,0,0,0,0,0
Healthy soybean,44.87,22.83,204.01,68,67.08,68,18.25,52.88,21.64,338.74,27.65,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.75,34.4,205.93,60.68,58.5,60.68,21.56,57.98,26.74,295.67,41.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.4,28.9,235.68,78.7,98.07,78.7,15.95,50.27,24.61,329.31,38.21,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.35,32.29,238.41,73.21,51.53,73.21,16.41,55.13,18.41,288.35,22.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,57.58,33.68,194.98,55.3,63.63,55.3,17.42,46.04,24.6,409.25,30.73,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.7,35.18,228.46,90.41,68.02,90.41,15.4,36.81,25.45,278,41.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.81,26.94,210.47,75.5,98.55,75.5,15.17,57.64,23.82,248.08,37.14,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.6,25.85,208.54,63.94,85.9,63.94,17.94,55.64,27.25,405,31.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.52,40.91,174.81,69.84,66.13,69.84,19.38,36.24,22.86,294.49,45.9,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.19,27.96,181.86,55.15,52.71,55.15,14.49,57.36,23.75,408.85,39.48,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.56,33.6,226.61,95,93.1,95,21.41,43.83,23.52,359.77,31.38,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71,34.37,163.21,57.62,63,57.62,22.65,55.4,22.41,402,40.83,0,0,0,0,0,0,0,0,0,0
Healthy soybean,41.33,38.77,145.77,78.99,82.62,78.99,17.32,35.51,21.03,327.15,32.72,0,0,0,0,0,0,0,0,0,0
Healthy soybean,57.54,38.9,214.45,71.87,62.79,71.87,22.37,32.15,20.96,294,35.89,0,0,0,0,0,0,0,0,0,0
Healthy soybean,43.03,26.54,209.22,79.95,89.79,79.95,18.85,36.1,19.28,299.78,29.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,41.7,28.75,171.13,61.76,98.1,61.76,19.81,53.83,21.83,230.35,39.23,0,0,0,0,0,0,0,0,0,0
Healthy soybean,89.74,25.36,163.1,68.88,52.45,68.88,17.62,59.66,26.35,385.14,24.29,0,0,0,0,0,0,0,0,0,0
Healthy soybean,95.61,28.92,230.76,56.75,53.78,56.75,19.01,46.57,26.33,226,47.61,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.99,35.67,238.57,57.5,98.99,57.5,22.02,55.96,22.04,343.74,43.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,41.45,39.4,236.58,72.58,67.54,72.58,20.49,44.16,26.34,361.68,37.39,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.1,29.92,175.87,60.3,70.32,60.3,18.34,35.61,20.58,276.02,48.27,0,0,0,0,0,0,0,0,0,0
Healthy soybean,68.98,35.8,234.28,67.7,54.31,67.7,14.28,49.87,27.67,294.83,37.13,0,0,0,0,0,0,0,0,0,0
Healthy soybean,105.89,29.35,208.26,70.1,92.7,70.1,16,54.1,23.02,211.51,38.51,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.05,35.73,185.54,81.36,93.25,81.36,16.59,33.64,26.61,360,48.93,0,0,0,0,0,0,0,0,0,0
Healthy soybean,68.09,33.33,226.29,99.05,63.75,99.05,16.9,56.57,24.38,249.86,27.62,0,0,0,0,0,0,0,0,0,0
Healthy soybean,45.3,22.46,195.77,84.41,76.33,84.41,16.17,39.67,26.05,251.88,36.41,0,0,0,0,0,0,0,0,0,0
Healthy soybean,49.6,24.68,152.45,88,66.37,88,21.79,31.52,23.28,313,22.36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,53.17,33.08,191.2,55.66,74.88,55.66,18.89,55.47,18.38,330.6,38.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,40.52,36.2,166.58,77.43,89.76,77.43,16.45,31.55,26.98,326.65,33.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.76,36.65,142.85,57.65,70.26,57.65,17.99,57.53,23.72,350.12,31.11,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.31,36.84,234.75,85.55,89.55,85.55,13.77,35.78,23.81,290.92,43.73,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.45,32.69,229.13,69.85,62,69.85,17.37,32,24.92,230.61,46,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.06,29.99,182.09,68.28,89.14,68.28,19.46,31.02,22.49,311.79,34.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.41,36.21,191.56,77.96,93.94,77.96,18.7,39.92,21.38,258.4,41.18,0,0,0,0,0,0,0,0,0,0
Healthy soybean,109.84,33.79,181.19,66.53,61.69,66.53,20.75,51.42,22.43,324.76,37.93,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.7,34.11,165.74,60.12,96.35,60.12,14.34,55.33,21.34,337.28,50.57,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.49,36.8,199.37,56.11,56.17,56.11,16.23,48.28,24.67,310.7,38.37,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.77,37.83,140.02,80.24,80.37,80.24,21.77,38.7,19.96,368.78,41.01,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58,35.98,230.85,96.59,95.94,96.59,13.81,45.95,18.84,228.4,42.92,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.35,38.11,174.58,67.83,51.24,67.83,16.88,59.39,23.89,213.76,23.52,0,0,0,0,0,0,0,0,0,0
Healthy soybean,53.88,31.77,214.65,92.96,56.77,92.96,16.12,42.43,21.2,394.3,47.2,0,0,0,0,0,0,0,0,0,0
Healthy soybean,95.59,40.7,163.2,97.53,89.54,97.53,23.52,54.7,22.53,219,27.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.96,30.42,147.68,89.72,59.84,89.72,21.42,33.75,27.55,403.06,48.67,0,0,0,0,0,0,0,0,0,0
Healthy soybean,69,27.6,209.9,98.27,91.99,98.27,13.46,44.31,18.06,380.56,20.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.21,29.17,211.62,53.15,64.36,53.15,22.75,53.13,26.28,243,23.74,0,0,0,0,0,0,0,0,0,0
Healthy soybean,44.25,29.76,142.53,76.77,70,76.77,21.13,57.12,20.07,238.75,21.89,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.3,39.43,189.75,82.26,82.5,82.26,13.25,47.53,18.02,320,32.3,0,0,0,0,0,0,0,0,0,0
Healthy soybean,46.99,40.68,145.6,89.52,86.26,89.52,15.99,52.8,19.9,400.56,21.03,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.35,34.99,142.08,77.71,55.7,77.71,13.84,57.14,23.1,355.12,36.13,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.83,36.77,197.16,69.99,77.13,69.99,20.85,32.93,22.02,401.94,31.12,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.73,32.28,194.69,70.05,57.83,70.05,22.08,42,25.92,396.85,22.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103,25.12,148.5,53.69,68.08,53.69,14.19,58.05,21.02,297.69,25.17,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.86,27.08,214.57,58.22,59.91,58.22,16.21,48.76,18.3,407.22,30.63,0,0,0,0,0,0,0,0,0,0
Healthy soybean,42.17,34,182.37,93.81,87.81,93.81,22.93,46.17,23.53,291.17,29.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.07,38.14,156.93,57.72,94.26,57.72,16.05,34.86,26.9,316,31.92,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.67,37.29,190.71,74.43,56.83,74.43,18.71,35.63,24.13,278.78,28.08,0,0,0,0,0,0,0,0,0,0
Healthy soybean,95.5,34.89,156.09,52.74,79.99,52.74,15.22,53.39,27.56,258,28.78,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.67,23.54,162.81,85.77,77.62,85.77,21.68,56.73,25,362.2,44.24,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.44,39.45,155.4,70,73.69,70,17.44,55.86,25.05,286.19,22.49,0,0,0,0,0,0,0,0,0,0
Healthy soybean,77.75,30.4,180.57,99.62,90.49,99.62,20.64,37.26,27.78,386.69,20.07,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.94,36.86,236.77,50.06,75.44,50.06,17.74,45.84,18.31,223,36.11,0,0,0,0,0,0,0,0,0,0
Healthy soybean,41.72,39.6,146.49,91.48,79.09,91.48,14.57,34.56,18.94,402.85,25.24,0,0,0,0,0,0,0,0,0,0
Healthy soybean,97.34,31.86,232,79.62,82.47,79.62,18.38,30.27,23.32,400.33,24.17,0,0,0,0,0,0,0,0,0,0
Healthy soybean,55.75,25.83,217.06,71.48,83.04,71.48,22.68,56.89,25.4,293.59,37.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,88.03,31.74,187.18,95.3,74.62,95.3,19.55,57.3,26.23,237.57,29.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,105.84,26.62,171.9,96.11,68.35,96.11,21.21,48.08,25.5,372.82,26.52,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56,36.17,182.83,66.11,97.96,66.11,20.33,34.78,23.31,228.18,27.51,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.16,24.76,152.09,86.37,73.63,86.37,21.29,45.41,24.1,217,48.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.06,22.61,198.92,69.43,56.85,69.43,15.51,32.88,18.09,221.38,28.01,0,0,0,0,0,0,0,0,0,0
Healthy soybean,43.41,40.51,200.36,55.94,66.33,55.94,14.86,47.01,20.67,243.65,23.36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,88.07,32.11,228.22,61.57,78.49,61.57,19.78,58.59,19.6,322.61,25.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,69.55,26.44,158.3,97.06,78.65,97.06,19.14,44.66,21.48,364.09,50.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,75.57,35.34,158.84,63.09,58.7,63.09,18.99,46.23,22.92,256.11,32.46,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.05,36.91,169.22,61.55,72.63,61.55,16.07,41.36,21.77,313.63,46.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.63,40.92,166.78,78.27,72.82,78.27,21.58,51.54,18.87,253.34,40.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.65,39.5,234,95.64,72.66,95.64,19.11,53.02,19.88,361.63,45.36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,96.86,32.77,223.31,92.76,78.78,92.76,18.78,34.12,19.89,347.7,44.06,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.67,29.88,213.63,91.75,52.02,91.75,19.6,33.62,25.83,332.13,38.87,0,0,0,0,0,0,0,0,0,0
Healthy soybean,77.98,38.82,177.38,59.77,69.95,59.77,19.27,39.33,23.46,384,44.54,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.68,25.68,145.43,76.13,78.68,76.13,22.97,35.95,19.4,407.53,50.5,0,0,0,0,0,0,0,0,0,0
Healthy soybean,40,30.94,176,62.9,72.09,62.9,20.26,40.76,27.2,280.66,44.3,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.63,34.92,203.58,84.85,65.39,84.85,13.58,37.51,27.57,349.18,44.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,46.51,33.16,199.73,89.86,70.64,89.86,15.46,51.82,23.9,328.16,35.48,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.94,26.46,164.53,67.75,77.09,67.75,15.97,56.26,24.06,322,31.02,0,0,0,0,0,0,0,0,0,0
